Site_ID,Year,Plot,Horizon,Watershed,PerCentN,PerCentC
2002-6-145-Oie,2002,145,Oie,6,1.90,41.32
2002-6-145-Oa,2002,145,Oa,6,-88.88,-88.88
2002-6-145-min,2002,145,min,6,0.25,4.59
2002-6-148-Oie,2002,148,Oie,6,1.97,44.25
2002-6-148-Oa,2002,148,Oa,6,0.84,17.61
2002-6-148-min,2002,148,min,6,0.14,4.36
2002-6-149-Oie,2002,149,Oie,6,1.99,42.26
2002-6-149-Oa,2002,149,Oa,6,-88.88,-88.88
2002-6-149-min,2002,149,min,6,0.25,4.80
2002-6-153-Oie,2002,153,Oie,6,2.24,48.05
2002-6-153-Oa,2002,153,Oa,6,0.77,15.35
2002-6-153-min,2002,153,min,6,0.25,5.02
2002-6-156-Oie,2002,156,Oie,6,2.16,48.80
2002-6-156-Oa,2002,156,Oa,6,0.56,9.96
2002-6-156-min,2002,156,min,6,0.40,6.49
2002-6-157-Oie,2002,157,Oie,6,1.98,44.16
2002-6-157-Oa,2002,157,Oa,6,1.64,35.88
2002-6-157-min,2002,157,min,6,0.77,12.20
2002-6-160-Oie,2002,160,Oie,6,2.02,44.33
2002-6-160-Oa,2002,160,Oa,6,1.41,27.19
2002-6-160-min,2002,160,min,6,0.22,4.44
2002-6-161-Oie,2002,161,Oie,6,1.20,24.85
2002-6-161-Oa,2002,161,Oa,6,-88.88,-88.88
2002-6-161-min,2002,161,min,6,0.39,6.78
2002-6-162-Oie,2002,162,Oie,6,2.07,49.84
2002-6-162-Oa,2002,162,Oa,6,1.89,44.01
2002-6-162-min,2002,162,min,6,0.12,3.29
2002-6-164-Oie,2002,164,Oie,6,2.47,48.70
2002-6-164-Oa,2002,164,Oa,6,1.87,35.13
2002-6-164-min,2002,164,min,6,0.49,14.91
2002-6-165-Oie,2002,165,Oie,6,2.32,48.28
2002-6-165-Oa,2002,165,Oa,6,1.40,30.47
2002-6-165-min,2002,165,min,6,0.16,3.84
2002-6-166-Oie,2002,166,Oie,6,1.59,34.85
2002-6-166-Oa,2002,166,Oa,6,1.21,26.54
2002-6-166-min,2002,166,min,6,0.35,7.18
2002-6-168-Oie,2002,168,Oie,6,1.85,41.43
2002-6-168-Oa,2002,168,Oa,6,1.45,22.21
2002-6-168-min,2002,168,min,6,-88.88,-88.88
2002-6-169-Oie,2002,169,Oie,6,2.10,47.22
2002-6-169-Oa,2002,169,Oa,6,0.85,15.23
2002-6-169-min,2002,169,min,6,0.33,7.78
2002-6-171-Oie,2002,171,Oie,6,1.82,44.61
2002-6-171-Oa,2002,171,Oa,6,0.89,17.57
2002-6-171-min,2002,171,min,6,0.34,5.78
2002-6-173-Oie,2002,173,Oie,6,2.10,46.61
2002-6-173-Oa,2002,173,Oa,6,1.11,29.95
2002-6-173-min,2002,173,min,6,0.35,6.67
2002-6-175-Oie,2002,175,Oie,6,1.64,34.05
2002-6-175-Oa,2002,175,Oa,6,0.59,12.45
2002-6-175-min,2002,175,min,6,0.28,5.79
2002-6-176-Oie,2002,176,Oie,6,2.31,49.16
2002-6-176-Oa,2002,176,Oa,6,2.11,43.70
2002-6-176-min,2002,176,min,6,0.60,8.87
2002-6-177-Oie,2002,177,Oie,6,1.29,24.32
2002-6-177-Oa,2002,177,Oa,6,0.65,10.12
2002-6-177-min,2002,177,min,6,0.20,4.87
2002-6-179-Oie,2002,179,Oie,6,2.25,46.74
2002-6-179-Oa,2002,179,Oa,6,2.22,39.02
2002-6-179-min,2002,179,min,6,0.93,15.84
2002-6-180-Oie,2002,180,Oie,6,2.27,47.68
2002-6-180-Oa,2002,180,Oa,6,1.57,35.82
2002-6-180-min,2002,180,min,6,0.33,6.31
2002-6-182-Oie,2002,182,Oie,6,1.43,27.45
2002-6-182-Oa,2002,182,Oa,6,0.83,15.68
2002-6-182-min,2002,182,min,6,0.20,3.75
2002-6-183-Oie,2002,183,Oie,6,2.36,46.03
2002-6-183-Oa,2002,183,Oa,6,1.66,33.57
2002-6-183-min,2002,183,min,6,0.07,1.70
2002-6-185-Oie,2002,185,Oie,6,2.14,51.25
2002-6-185-Oa,2002,185,Oa,6,1.69,46.69
2002-6-185-min,2002,185,min,6,0.16,4.44
2002-6-186-Oie,2002,186,Oie,6,1.95,46.58
2002-6-186-Oa,2002,186,Oa,6,0.94,18.92
2002-6-186-min,2002,186,min,6,0.17,3.22
2002-6-189-Oie,2002,189,Oie,6,2.13,49.60
2002-6-189-Oa,2002,189,Oa,6,2.10,45.75
2002-6-189-min,2002,189,min,6,0.40,9.04
2002-6-190-Oie,2002,190,Oie,6,1.70,33.15
2002-6-190-Oa,2002,190,Oa,6,-88.88,-88.88
2002-6-190-min,2002,190,min,6,0.28,5.53
2002-6-193-Oie,2002,193,Oie,6,2.05,41.83
2002-6-193-Oa,2002,193,Oa,6,-88.88,-88.88
2002-6-193-min,2002,193,min,6,0.31,6.03
2002-6-194-Oie,2002,194,Oie,6,0.62,11.58
2002-6-194-Oa,2002,194,Oa,6,-88.88,-88.88
2002-6-194-min,2002,194,min,6,0.34,7.15
2002-6-195-Oie,2002,195,Oie,6,2.01,44.28
2002-6-195-Oa,2002,195,Oa,6,1.16,22.20
2002-6-195-min,2002,195,min,6,0.22,4.10
2002-6-196-Oie,2002,196,Oie,6,2.21,49.75
2002-6-196-Oa,2002,196,Oa,6,1.72,37.84
2002-6-196-min,2002,196,min,6,0.07,2.08
2002-6-198-Oie,2002,198,Oie,6,2.04,43.29
2002-6-198-Oa,2002,198,Oa,6,0.75,15.32
2002-6-198-min,2002,198,min,6,0.17,3.58
2002-6-200-Oie,2002,200,Oie,6,2.15,50.25
2002-6-200-Oa,2002,200,Oa,6,2.23,40.48
2002-6-200-min,2002,200,min,6,0.12,2.58
2002-6-201-Oie,2002,201,Oie,6,1.40,47.42
2002-6-201-Oa,2002,201,Oa,6,-88.88,-88.88
2002-6-201-min,2002,201,min,6,0.47,9.32
2002-6-203-Oie,2002,203,Oie,6,2.18,46.72
2002-6-203-Oa,2002,203,Oa,6,1.80,33.06
2002-6-203-min,2002,203,min,6,0.21,4.87
2002-6-204-Oie,2002,204,Oie,6,2.02,48.28
2002-6-204-Oa,2002,204,Oa,6,1.37,36.03
2002-6-204-min,2002,204,min,6,0.32,6.05
2002-6-205-Oie,2002,205,Oie,6,2.39,49.35
2002-6-205-Oa,2002,205,Oa,6,1.99,38.78
2002-6-205-min,2002,205,min,6,0.43,8.38
2002-6-207-Oie,2002,207,Oie,6,2.38,48.12
2002-6-207-Oa,2002,207,Oa,6,1.97,38.94
2002-6-207-min,2002,207,min,6,0.11,2.40
2002-6-208-Oie,2002,208,Oie,6,1.66,41.43
2002-6-208-Oa,2002,208,Oa,6,0.95,21.19
2002-6-208-min,2002,208,min,6,0.12,2.72
2013-6-7-Oie,2013,7,Oie,6,1.57,33.43
2013-6-7-Oa,2013,7,Oa,6,0.58,10.38
2013-6-7-min,2013,7,min,6,0.47,8.14
2013-6-8-Oie,2013,8,Oie,6,1.76,40.53
2013-6-8-Oa,2013,8,Oa,6,1.12,21.96
2013-6-8-min,2013,8,min,6,0.15,2.59
2013-6-10-Oie,2013,10,Oie,6,1.81,42.02
2013-6-10-Oa,2013,10,Oa,6,1.81,37.78
2013-6-10-min,2013,10,min,6,0.18,3.75
2013-6-12-Oie,2013,12,Oie,6,1.27,38.83
2013-6-12-Oa,2013,12,Oa,6,1.11,21.34
2013-6-12-min,2013,12,min,6,0.19,3.36
2013-6-13-Oie,2013,13,Oie,6,1.97,46.28
2013-6-13-Oa,2013,13,Oa,6,1.61,37.10
2013-6-13-min,2013,13,min,6,0.14,2.15
2013-6-16-Oie,2013,16,Oie,6,1.86,43.94
2013-6-16-Oa,2013,16,Oa,6,1.62,38.48
2013-6-16-min,2013,16,min,6,-88.88,-88.88
2013-6-17-Oie,2013,17,Oie,6,2.17,43.01
2013-6-17-Oa,2013,17,Oa,6,1.06,23.39
2013-6-17-min,2013,17,min,6,0.23,4.79
2013-6-19-Oie,2013,19,Oie,6,1.56,29.07
2013-6-19-Oa,2013,19,Oa,6,1.10,17.14
2013-6-19-min,2013,19,min,6,-88.88,-88.88
2013-6-23-Oie,2013,23,Oie,6,1.93,42.35
2013-6-23-Oa,2013,23,Oa,6,0.49,9.13
2013-6-23-min,2013,23,min,6,0.33,7.41
2013-6-29-Oie,2013,29,Oie,6,2.06,38.27
2013-6-29-Oa,2013,29,Oa,6,0.50,9.07
2013-6-29-min,2013,29,min,6,0.23,3.85
2013-6-30-Oie,2013,30,Oie,6,2.04,42.04
2013-6-30-Oa,2013,30,Oa,6,0.92,14.51
2013-6-30-min,2013,30,min,6,-88.88,-88.88
2013-6-35-Oie,2013,35,Oie,6,1.92,45.10
2013-6-35-Oa,2013,35,Oa,6,0.87,15.66
2013-6-35-min,2013,35,min,6,0.76,12.95
2013-6-41-Oie,2013,41,Oie,6,1.72,38.48
2013-6-41-Oa,2013,41,Oa,6,0.90,15.09
2013-6-41-min,2013,41,min,6,0.22,5.01
2013-6-45-Oie,2013,45,Oie,6,2.02,42.53
2013-6-45-Oa,2013,45,Oa,6,1.27,36.27
2013-6-45-min,2013,45,min,6,0.35,5.87
2013-6-47-Oie,2013,47,Oie,6,1.48,28.34
2013-6-47-Oa,2013,47,Oa,6,0.68,12.07
2013-6-47-min,2013,47,min,6,0.45,8.20
2013-6-49-Oie,2013,49,Oie,6,2.15,45.16
2013-6-49-Oa,2013,49,Oa,6,1.85,33.98
2013-6-49-min,2013,49,min,6,0.68,12.70
2013-6-52-Oie,2013,52,Oie,6,1.99,40.10
2013-6-52-Oa,2013,52,Oa,6,1.10,17.76
2013-6-52-min,2013,52,min,6,0.76,11.99
2013-6-53-Oie,2013,53,Oie,6,2.15,43.30
2013-6-53-Oa,2013,53,Oa,6,2.18,37.01
2013-6-53-min,2013,53,min,6,0.64,9.81
2013-6-56-Oie,2013,56,Oie,6,2.13,45.00
2013-6-56-Oa,2013,56,Oa,6,1.85,34.51
2013-6-56-min,2013,56,min,6,0.42,8.14
2013-6-57-Oie,2013,57,Oie,6,2.27,43.63
2013-6-57-Oa,2013,57,Oa,6,1.61,26.34
2013-6-57-min,2013,57,min,6,0.39,6.50
2013-6-59-Oie,2013,59,Oie,6,1.84,40.34
2013-6-59-Oa,2013,59,Oa,6,0.78,13.15
2013-6-59-min,2013,59,min,6,0.46,6.70
2013-6-60-Oie,2013,60,Oie,6,2.05,44.42
2013-6-60-Oa,2013,60,Oa,6,2.07,38.54
2013-6-60-min,2013,60,min,6,0.35,6.10
2013-6-62-Oie,2013,62,Oie,6,2.16,43.60
2013-6-62-Oa,2013,62,Oa,6,1.97,40.42
2013-6-62-min,2013,62,min,6,0.11,2.31
2013-6-68-Oie,2013,68,Oie,6,1.83,38.80
2013-6-68-Oa,2013,68,Oa,6,1.37,26.09
2013-6-68-min,2013,68,min,6,0.48,8.47
2013-6-69-Oie,2013,69,Oie,6,1.98,44.22
2013-6-69-Oa,2013,69,Oa,6,1.52,27.07
2013-6-69-min,2013,69,min,6,0.22,5.08
2013-6-70-Oie,2013,70,Oie,6,2.22,43.91
2013-6-70-Oa,2013,70,Oa,6,1.24,26.35
2013-6-70-min,2013,70,min,6,0.44,7.78
2013-6-71-Oie,2013,71,Oie,6,2.47,45.54
2013-6-71-Oa,2013,71,Oa,6,2.38,38.93
2013-6-71-min,2013,71,min,6,1.32,21.96
2013-6-76-Oie,2013,76,Oie,6,1.87,38.15
2013-6-76-Oa,2013,76,Oa,6,0.78,15.23
2013-6-76-min,2013,76,min,6,0.27,4.74
2013-6-81-Oie,2013,81,Oie,6,1.90,44.15
2013-6-81-Oa,2013,81,Oa,6,1.49,23.30
2013-6-81-min,2013,81,min,6,0.84,13.83
2013-6-83-Oie,2013,83,Oie,6,2.17,41.25
2013-6-83-Oa,2013,83,Oa,6,1.71,37.68
2013-6-83-min,2013,83,min,6,0.15,3.59
2013-6-84-Oie,2013,84,Oie,6,1.82,37.56
2013-6-84-Oa,2013,84,Oa,6,1.48,30.56
2013-6-84-min,2013,84,min,6,0.60,10.48
2013-6-87-Oie,2013,87,Oie,6,2.21,36.48
2013-6-87-Oa,2013,87,Oa,6,1.37,21.70
2013-6-87-min,2013,87,min,6,-88.88,-88.88
2013-6-89-Oie,2013,89,Oie,6,1.77,39.87
2013-6-89-Oa,2013,89,Oa,6,1.29,24.63
2013-6-89-min,2013,89,min,6,0.35,6.18
2013-6-91-Oie,2013,91,Oie,6,1.94,40.46
2013-6-91-Oa,2013,91,Oa,6,1.26,22.38
2013-6-91-min,2013,91,min,6,0.19,3.05
2013-6-95-Oie,2013,95,Oie,6,1.60,33.61
2013-6-95-Oa,2013,95,Oa,6,-88.88,-88.88
2013-6-95-min,2013,95,min,6,-88.88,-88.88
2013-6-108-Oie,2013,108,Oie,6,1.98,42.60
2013-6-108-Oa,2013,108,Oa,6,1.14,22.43
2013-6-108-min,2013,108,min,6,0.37,6.89
2013-6-109-Oie,2013,109,Oie,6,1.88,40.45
2013-6-109-Oa,2013,109,Oa,6,-88.88,-88.88
2013-6-109-min,2013,109,min,6,0.32,6.21
2013-6-111-Oie,2013,111,Oie,6,1.64,35.75
2013-6-111-Oa,2013,111,Oa,6,0.57,9.57
2013-6-111-min,2013,111,min,6,0.20,4.22
2013-6-112-Oie,2013,112,Oie,6,1.95,43.54
2013-6-112-Oa,2013,112,Oa,6,1.26,24.79
2013-6-112-min,2013,112,min,6,0.66,13.16
2013-6-114-Oie,2013,114,Oie,6,0.91,16.49
2013-6-114-Oa,2013,114,Oa,6,0.75,13.10
2013-6-114-min,2013,114,min,6,0.36,7.42
2013-6-123-Oie,2013,123,Oie,6,1.88,38.66
2013-6-123-Oa,2013,123,Oa,6,1.00,15.82
2013-6-123-min,2013,123,min,6,0.21,3.60
2013-6-127-Oie,2013,127,Oie,6,1.56,29.95
2013-6-127-Oa,2013,127,Oa,6,1.32,23.24
2013-6-127-min,2013,127,min,6,0.37,7.18
2013-6-130-Oie,2013,130,Oie,6,2.03,42.43
2013-6-130-Oa,2013,130,Oa,6,0.99,21.11
2013-6-130-min,2013,130,min,6,0.29,5.91
2013-6-131-Oie,2013,131,Oie,6,1.95,40.93
2013-6-131-Oa,2013,131,Oa,6,1.82,33.93
2013-6-131-min,2013,131,min,6,0.86,17.25
2013-6-134-Oie,2013,134,Oie,6,1.84,42.61
2013-6-134-Oa,2013,134,Oa,6,0.80,18.41
2013-6-134-min,2013,134,min,6,0.44,7.98
2013-6-138-Oie,2013,138,Oie,6,1.64,31.86
2013-6-138-Oa,2013,138,Oa,6,-88.88,-88.88
2013-6-138-min,2013,138,min,6,0.36,7.07
2013-6-141-Oie,2013,141,Oie,6,1.97,39.96
2013-6-141-Oa,2013,141,Oa,6,-88.88,-88.88
2013-6-141-min,2013,141,min,6,0.23,4.96
2013-6-147-Oie,2013,147,Oie,6,2.10,39.22
2013-6-147-Oa,2013,147,Oa,6,0.61,12.76
2013-6-147-min,2013,147,min,6,0.47,9.80
2013-6-148-Oie,2013,148,Oie,6,1.90,41.91
2013-6-148-Oa,2013,148,Oa,6,1.45,28.13
2013-6-148-min,2013,148,min,6,0.28,5.48
2013-6-149-Oie,2013,149,Oie,6,0.83,12.58
2013-6-149-Oa,2013,149,Oa,6,0.72,10.78
2013-6-149-min,2013,149,min,6,0.28,5.04
2013-6-150-Oie,2013,150,Oie,6,2.10,41.43
2013-6-150-Oa,2013,150,Oa,6,1.58,24.99
2013-6-150-min,2013,150,min,6,0.25,4.67
2013-6-152-Oie,2013,152,Oie,6,1.76,35.43
2013-6-152-Oa,2013,152,Oa,6,1.06,19.41
2013-6-152-min,2013,152,min,6,0.30,5.45
2013-6-154-Oie,2013,154,Oie,6,2.11,46.49
2013-6-154-Oa,2013,154,Oa,6,1.61,33.93
2013-6-154-min,2013,154,min,6,0.31,5.74
2013-6-155-Oie,2013,155,Oie,6,2.17,40.48
2013-6-155-Oa,2013,155,Oa,6,1.34,24.07
2013-6-155-min,2013,155,min,6,0.24,4.43
2013-6-156.1-Oie,2013,156.1,Oie,6,1.97,43.13
2013-6-156.1-Oa,2013,156.1,Oa,6,0.76,12.43
2013-6-156.1-min,2013,156.1,min,6,0.57,9.58
2013-6-156.2-Oie,2013,156.2,Oie,6,1.84,35.27
2013-6-156.2-Oa,2013,156.2,Oa,6,0.78,12.56
2013-6-156.2-min,2013,156.2,min,6,0.52,9.45
2013-6-157-Oie,2013,157,Oie,6,1.90,40.72
2013-6-157-Oa,2013,157,Oa,6,0.82,16.57
2013-6-157-min,2013,157,min,6,0.24,5.66
2013-6-161-Oie,2013,161,Oie,6,1.45,34.91
2013-6-161-Oa,2013,161,Oa,6,0.61,11.63
2013-6-161-min,2013,161,min,6,0.19,3.44
2013-6-163-Oie,2013,163,Oie,6,1.47,32.20
2013-6-163-Oa,2013,163,Oa,6,-88.88,-88.88
2013-6-163-min,2013,163,min,6,0.33,6.91
2013-6-164-Oie,2013,164,Oie,6,1.73,39.32
2013-6-164-Oa,2013,164,Oa,6,0.43,8.26
2013-6-164-min,2013,164,min,6,0.25,4.81
2013-6-167-Oie,2013,167,Oie,6,1.39,27.37
2013-6-167-Oa,2013,167,Oa,6,0.60,10.13
2013-6-167-min,2013,167,min,6,0.45,9.00
2013-6-168-Oie,2013,168,Oie,6,2.17,44.80
2013-6-168-Oa,2013,168,Oa,6,2.00,37.14
2013-6-168-min,2013,168,min,6,0.22,3.57
2013-6-169-Oie,2013,169,Oie,6,2.23,45.27
2013-6-169-Oa,2013,169,Oa,6,2.03,32.65
2013-6-169-min,2013,169,min,6,0.61,9.97
2013-6-171-Oie,2013,171,Oie,6,0.96,17.15
2013-6-171-Oa,2013,171,Oa,6,0.43,7.63
2013-6-171-min,2013,171,min,6,0.24,5.11
2013-6-175-Oie,2013,175,Oie,6,1.57,31.77
2013-6-175-Oa,2013,175,Oa,6,0.48,9.27
2013-6-175-min,2013,175,min,6,0.21,4.36
2013-6-177-Oie,2013,177,Oie,6,1.77,34.28
2013-6-177-Oa,2013,177,Oa,6,0.68,11.58
2013-6-177-min,2013,177,min,6,0.32,5.56
2013-6-178-Oie,2013,178,Oie,6,1.79,38.68
2013-6-178-Oa,2013,178,Oa,6,1.00,22.89
2013-6-178-min,2013,178,min,6,0.36,6.65
2013-6-180-Oie,2013,180,Oie,6,2.18,42.93
2013-6-180-Oa,2013,180,Oa,6,1.20,22.46
2013-6-180-min,2013,180,min,6,0.25,5.45
2013-6-181-Oie,2013,181,Oie,6,2.00,43.06
2013-6-181-Oa,2013,181,Oa,6,1.20,27.16
2013-6-181-min,2013,181,min,6,0.38,7.87
2013-6-182-Oie,2013,182,Oie,6,1.98,35.10
2013-6-182-Oa,2013,182,Oa,6,1.22,15.76
2013-6-182-min,2013,182,min,6,0.19,2.80
2013-6-184-Oie,2013,184,Oie,6,2.28,45.17
2013-6-184-Oa,2013,184,Oa,6,1.84,39.25
2013-6-184-min,2013,184,min,6,0.12,3.49
2013-6-188-Oie,2013,188,Oie,6,2.02,44.13
2013-6-188-Oa,2013,188,Oa,6,1.66,30.68
2013-6-188-min,2013,188,min,6,0.87,13.25
2013-6-190-Oie,2013,190,Oie,6,1.90,40.94
2013-6-190-Oa,2013,190,Oa,6,1.13,19.25
2013-6-190-min,2013,190,min,6,0.73,12.13
2013-6-191-Oie,2013,191,Oie,6,1.83,41.34
2013-6-191-Oa,2013,191,Oa,6,0.77,14.43
2013-6-191-min,2013,191,min,6,0.30,5.83
2013-6-192-Oie,2013,192,Oie,6,1.11,21.85
2013-6-192-Oa,2013,192,Oa,6,-88.88,-88.88
2013-6-192-min,2013,192,min,6,0.37,6.86
2013-6-195-Oie,2013,195,Oie,6,1.42,28.04
2013-6-195-Oa,2013,195,Oa,6,0.73,11.33
2013-6-195-min,2013,195,min,6,0.41,6.91
2013-6-196-Oie,2013,196,Oie,6,2.12,46.71
2013-6-196-Oa,2013,196,Oa,6,1.44,39.21
2013-6-196-min,2013,196,min,6,1.47,42.05
2013-6-198-Oie,2013,198,Oie,6,2.16,44.90
2013-6-198-Oa,2013,198,Oa,6,2.39,41.51
2013-6-198-min,2013,198,min,6,0.24,4.15
2013-6-199-Oie,2013,199,Oie,6,-88.88,-88.88
2013-6-199-Oa,2013,199,Oa,6,-88.88,-88.88
2013-6-199-min,2013,199,min,6,0.17,2.99
2013-6-202-Oie,2013,202,Oie,6,2.10,42.63
2013-6-202-Oa,2013,202,Oa,6,1.02,18.15
2013-6-202-min,2013,202,min,6,0.26,4.67
2018-6-1-Oie,2018,1,Oie,6,1.08,48.74
2018-6-1-Oa,2018,1,Oa,6,1.12,23.89
2018-6-1-Cor,2018,1,min,6,0.25,5.47
2018-6-2-Oie,2018,2,Oie,6,-99.99,-99.99
2018-6-2-Oa,2018,2,Oa,6,-99.99,-99.99
2018-6-2-Cor,2018,2,min,6,-88.88,-88.88
2018-6-3-Oie,2018,3,Oie,6,-99.99,-99.99
2018-6-3-Oa,2018,3,Oa,6,-99.99,-99.99
2018-6-3-Cor,2018,3,min,6,-99.99,-99.99
2018-6-5-Oie,2018,5,Oie,6,2.06,51.32
2018-6-5-Oa,2018,5,Oa,6,2.04,51.53
2018-6-5-Cor,2018,5,min,6,-99.99,-99.99
2018-6-15-Oie,2018,15,Oie,6,-99.99,-99.99
2018-6-15-Oa,2018,15,Oa,6,-99.99,-99.99
2018-6-15-Cor,2018,15,min,6,0.30,6.18
2018-6-16-Oie,2018,16,Oie,6,-99.99,-99.99
2018-6-16-Oa,2018,16,Oa,6,-99.99,-99.99
2018-6-16-Cor,2018,16,min,6,-99.99,-99.99
2018-6-17-Oie,2018,17,Oie,6,1.58,41.86
2018-6-17-Oa,2018,17,Oa,6,1.43,27.63
2018-6-17-Cor,2018,17,min,6,-99.99,-99.99
2018-6-19-Oie,2018,19,Oie,6,-99.99,-99.99
2018-6-19-Oa,2018,19,Oa,6,-99.99,-99.99
2018-6-19-Cor,2018,19,min,6,0.45,8.78
2018-6-20-Oie,2018,20,Oie,6,-99.99,-99.99
2018-6-20-Oa,2018,20,Oa,6,-99.99,-99.99
2018-6-20-Cor,2018,20,min,6,-99.99,-99.99
2018-6-23-Oie,2018,23,Oie,6,1.80,51.97
2018-6-23-Oa,2018,23,Oa,6,1.84,46.16
2018-6-23-Cor,2018,23,min,6,-99.99,-99.99
2018-6-24-Oie,2018,24,Oie,6,-99.99,-99.99
2018-6-24-Oa,2018,24,Oa,6,-99.99,-99.99
2018-6-24-Cor,2018,24,min,6,-88.88,-88.88
2018-6-26-Oie,2018,26,Oie,6,-99.99,-99.99
2018-6-26-Oa,2018,26,Oa,6,-99.99,-99.99
2018-6-26-Cor,2018,26,min,6,0.30,6.90
2018-6-28-Oie,2018,28,Oie,6,2.12,48.54
2018-6-28-Oa,2018,28,Oa,6,1.39,20.43
2018-6-28-Cor,2018,28,min,6,-88.88,-88.88
2018-6-29-Oie,2018,29,Oie,6,-99.99,-99.99
2018-6-29-Oa,2018,29,Oa,6,-99.99,-99.99
2018-6-29-Cor,2018,29,min,6,-99.99,-99.99
2018-6-31-Oie,2018,31,Oie,6,-99.99,-99.99
2018-6-31-Oa,2018,31,Oa,6,-99.99,-99.99
2018-6-31-Cor,2018,31,min,6,-99.99,-99.99
2018-6-32-Oie,2018,32,Oie,6,1.70,44.44
2018-6-32-Oa,2018,32,Oa,6,-88.88,-88.88
2018-6-32-Cor,2018,32,min,6,0.66,16.07
2018-6-34-Oie,2018,34,Oie,6,-99.99,-99.99
2018-6-34-Oa,2018,34,Oa,6,-99.99,-99.99
2018-6-34-Cor,2018,34,min,6,-99.99,-99.99
2018-6-36.1-Oie,2018,36.1,Oie,6,-99.99,-99.99
2018-6-36.1-Oa,2018,36.1,Oa,6,1.56,30.87
2018-6-36.1-Cor,2018,36.1,min,6,-99.99,-99.99
2018-6-36.2-Oie,2018,36.2,Oie,6,1.95,43.54
2018-6-36.2-Oa,2018,36.2,Oa,6,-88.88,-88.88
2018-6-36.2-Cor,2018,36.2,min,6,1.33,29.57
2018-6-38-Oie,2018,38,Oie,6,-99.99,-99.99
2018-6-38-Oa,2018,38,Oa,6,-99.99,-99.99
2018-6-38-Cor,2018,38,min,6,-88.88,-88.88
2018-6-39-Oie,2018,39,Oie,6,1.57,36.89
2018-6-39-Oa,2018,39,Oa,6,-88.88,-88.88
2018-6-39-Cor,2018,39,min,6,-99.99,-99.99
2018-6-42-Oie,2018,42,Oie,6,-99.99,-99.99
2018-6-42-Oa,2018,42,Oa,6,2.09,35.79
2018-6-42-Cor,2018,42,min,6,-99.99,-99.99
2018-6-43-Oie,2018,43,Oie,6,-99.99,-99.99
2018-6-43-Oa,2018,43,Oa,6,-99.99,-99.99
2018-6-43-cor,2018,43,min,6,0.64,11.92
2018-6-45-Oie,2018,45,Oie,6,-99.99,-99.99
2018-6-45-Oa,2018,45,Oa,6,-88.88,-88.88
2018-6-45-Cor,2018,45,min,6,-99.99,-99.99
2018-6-47-Oie,2018,47,Oie,6,1.71,46.17
2018-6-47-Oa,2018,47,Oa,6,-99.99,-99.99
2018-6-47-Cor,2018,47,min,6,-99.99,-99.99
2018-6-48-Oie,2018,48,Oie,6,-99.99,-99.99
2018-6-48-Oa,2018,48,Oa,6,1.93,45.99
2018-6-48-Cor,2018,48,min,6,0.05,1.31
2018-6-50-Oie,2018,50,Oie,6,-99.99,-99.99
2018-6-50-Oa,2018,50,Oa,6,-99.99,-99.99
2018-6-50-Cor,2018,50,min,6,-99.99,-99.99
2018-6-52-Oie,2018,52,Oie,6,2.10,41.01
2018-6-52-Oa,2018,52,Oa,6,-99.99,-99.99
2018-6-52-Cor,2018,52,min,6,-99.99,-99.99
2018-6-54-Oie,2018,54,Oie,6,-99.99,-99.99
2018-6-54-Oa,2018,54,Oa,6,1.28,20.13
2018-6-54-Cor,2018,54,min,6,0.48,8.87
2018-6-59-Oie,2018,59,Oie,6,-99.99,-99.99
2018-6-59-Oa,2018,59,Oa,6,-99.99,-99.99
2018-6-59-Cor,2018,59,min,6,-99.99,-99.99
2018-6-60-Oie,2018,60,Oie,6,1.75,47.85
2018-6-60-Oa,2018,60,Oa,6,-99.99,-99.99
2018-6-60-Cor,2018,60,min,6,-99.99,-99.99
2018-6-61-Oie,2018,61,Oie,6,-99.99,-99.99
2018-6-61-Oa,2018,61,Oa,6,0.86,17.08
2018-6-61-Cor,2018,61,min,6,0.14,3.34
2018-6-63-Oie,2018,63,Oie,6,-99.99,-99.99
2018-6-63-Oa,2018,63,Oa,6,-99.99,-99.99
2018-6-63-Cor,2018,63,min,6,-99.99,-99.99
2018-6-64-Oie,2018,64,Oie,6,1.29,30.32
2018-6-64-Oa,2018,64,Oa,6,-99.99,-99.99
2018-6-64-Cor,2018,64,min,6,-99.99,-99.99
2018-6-66-Oie,2018,66,Oie,6,-99.99,-99.99
2018-6-66-Oa,2018,66,Oa,6,1.15,16.79
2018-6-66-Cor,2018,66,min,6,0.16,3.02
2018-6-67-Oie,2018,67,Oie,6,-99.99,-99.99
2018-6-67-Oa,2018,67,Oa,6,-99.99,-99.99
2018-6-67-Cor,2018,67,min,6,-99.99,-99.99
2018-6-69-Oie,2018,69,Oie,6,1.59,44.28
2018-6-69-Oa,2018,69,Oa,6,-99.99,-99.99
2018-6-69-cor,2018,69,min,6,-99.99,-99.99
2018-6-71-Oie,2018,71,Oie,6,-99.99,-99.99
2018-6-71-Oa,2018,71,Oa,6,1.22,26.09
2018-6-71-Cor,2018,71,min,6,0.43,8.44
2018-6-73-Oie,2018,73,Oie,6,-99.99,-99.99
2018-6-73-Oa,2018,73,Oa,6,-99.99,-99.99
2018-6-73-Cor,2018,73,min,6,-99.99,-99.99
2018-6-76-Oie,2018,76,Oie,6,-99.99,-99.99
