Site_ID,Year,Plot,Horizon,Watershed,PerCentN,PerCentC
1982-6-20-Oie+a,1982,20,Oie+a,6,3.62,43.23
1982-6-23-Oie+a,1982,23,Oie+a,6,1.77,48.26
1982-6-25-Oie+a,1982,25,Oie+a,6,2.03,39.96
1982-6-27-Oie+a,1982,27,Oie+a,6,1.45,29.68
1982-6-30-Oie+a,1982,30,Oie+a,6,1.59,33.11
1982-6-32-Oie+a,1982,32,Oie+a,6,1.32,32.34
1982-6-34-Oie+a,1982,34,Oie+a,6,1.77,42.10
1982-6-38-Oie+a,1982,38,Oie+a,6,2.17,35.84
1982-6-44-Oie+a,1982,44,Oie+a,6,1.75,42.04
1982-6-48-Oie+a,1982,48,Oie+a,6,1.38,35.85
1982-6-50-Oie+a,1982,50,Oie+a,6,1.36,28.21
1982-6-53-Oie+a,1982,53,Oie+a,6,2.09,36.63
1982-6-59-Oie+a,1982,59,Oie+a,6,1.98,36.73
1982-6-62-Oie+a,1982,62,Oie+a,6,1.37,25.75
1982-6-64-Oie+a,1982,64,Oie+a,6,1.77,37.20
1982-6-67-Oie+a,1982,67,Oie+a,6,1.26,21.71
1982-6-71-Oie+a,1982,71,Oie+a,6,0.99,23.10
1982-6-76-Oie+a,1982,76,Oie+a,6,1.41,30.51
1982-6-78-Oie+a,1982,78,Oie+a,6,1.91,36.29
1982-6-81-Oie+a,1982,81,Oie+a,6,1.52,29.27
1982-6-86-Oie+a,1982,86,Oie+a,6,1.42,47.94
1982-6-88-Oie+a,1982,88,Oie+a,6,1.36,26.17
1982-6-92-Oie+a,1982,92,Oie+a,6,1.00,24.08
1982-6-97-Oie+a,1982,97,Oie+a,6,1.83,36.16
1982-6-101-Oie+a,1982,101,Oie+a,6,1.21,26.82
1982-6-105-Oie+a,1982,105,Oie+a,6,2.00,37.76
1982-6-107-Oie+a,1982,107,Oie+a,6,2.16,38.86
1982-6-110-Oie+a,1982,110,Oie+a,6,0.89,21.41
1982-6-114-Oie+a,1982,114,Oie+a,6,1.78,37.22
1982-6-115-Oie+a,1982,115,Oie+a,6,1.62,33.57
1982-6-117-Oie+a,1982,117,Oie+a,6,1.59,36.61
1982-6-120-Oie+a,1982,120,Oie+a,6,0.78,17.27
1982-6-123-Oie+a,1982,123,Oie+a,6,2.11,36.72
1982-6-130-Oie+a,1982,130,Oie+a,6,1.56,32.91
1982-6-131-Oie+a,1982,131,Oie+a,6,1.12,24.51
1982-6-135-Oie+a,1982,135,Oie+a,6,0.99,18.55
1982-6-139-Oie+a,1982,139,Oie+a,6,1.24,25.86
1982-6-141-Oie+a,1982,141,Oie+a,6,1.07,20.12
1982-6-147-Oie+a,1982,147,Oie+a,6,1.46,33.51
1982-6-150-Oie+a,1982,150,Oie+a,6,1.27,23.93
1982-6-152-Oie+a,1982,152,Oie+a,6,1.18,24.69
1982-6-154-Oie+a,1982,154,Oie+a,6,2.12,35.91
1982-6-157-Oie+a,1982,157,Oie+a,6,1.44,27.96
1982-6-161-Oie+a,1982,161,Oie+a,6,1.67,32.81
1982-6-163-Oie+a,1982,163,Oie+a,6,0.99,21.50
1982-6-165-Oie+a,1982,165,Oie+a,6,1.38,28.38
1982-6-169-Oie+a,1982,169,Oie+a,6,0.94,18.49
1982-6-171-Oie+a,1982,171,Oie+a,6,1.27,24.81
1982-6-174-Oie+a,1982,174,Oie+a,6,1.56,28.87
1982-6-176-Oie+a,1982,176,Oie+a,6,0.96,21.53
1982-6-179-Oie+a,1982,179,Oie+a,6,1.89,42.63
1982-6-182-Oie+a,1982,182,Oie+a,6,1.83,38.16
1982-6-184-Oie+a,1982,184,Oie+a,6,1.60,30.24
1982-6-186-Oie+a,1982,186,Oie+a,6,1.63,38.26
1982-6-189-Oie+a,1982,189,Oie+a,6,1.43,30.51
1982-6-192-Oie+a,1982,192,Oie+a,6,1.67,30.38
1982-6-194-Oie+a,1982,194,Oie+a,6,1.38,30.97
1982-6-196-Oie+a,1982,196,Oie+a,6,1.85,30.56
1982-6-200-Oie+a,1982,200,Oie+a,6,1.42,25.64
1982-6-203-Oie+a,1982,203,Oie+a,6,1.29,31.50
1982-6-207-Oie+a,1982,207,Oie+a,6,2.16,44.30
1987-6-1-Oie,1987,1,Oie,6,2.65,47.25
1987-6-1-Oa,1987,1,Oa,6,1.51,28.15
1987-6-2-Oie,1987,2,Oie,6,1.87,46.93
1987-6-2-Oa,1987,2,Oa,6,-88.88,-88.88
1987-6-4-Oie,1987,4,Oie,6,2.05,38.38
1987-6-4-Oa,1987,4,Oa,6,1.71,30.48
1987-6-8-Oie,1987,8,Oie,6,1.55,33.21
1987-6-8-Oa,1987,8,Oa,6,0.71,14.15
1987-6-13-Oie,1987,13,Oie,6,2.02,39.48
1987-6-13-Oa,1987,13,Oa,6,0.91,24.68
1987-6-17-Oie,1987,17,Oie,6,1.97,41.31
1987-6-17-Oa,1987,17,Oa,6,0.56,13.31
1987-6-18-Oie,1987,18,Oie,6,2.08,41.30
1987-6-18-Oa,1987,18,Oa,6,1.12,21.57
1987-6-24-Oie,1987,24,Oie,6,2.21,48.91
1987-6-24-Oa,1987,24,Oa,6,1.37,32.16
1987-6-27-Oie,1987,27,Oie,6,2.42,49.25
1987-6-27-Oa,1987,27,Oa,6,1.76,36.86
1987-6-32-Oie,1987,32,Oie,6,2.27,45.79
1987-6-32-Oa,1987,32,Oa,6,1.06,23.39
1987-6-36-Oie,1987,36,Oie,6,1.97,40.70
1987-6-36-Oa,1987,36,Oa,6,1.21,28.21
1987-6-39-Oie,1987,39,Oie,6,2.65,44.80
1987-6-39-Oa,1987,39,Oa,6,1.38,22.17
1987-6-45-Oie,1987,45,Oie,6,2.42,42.02
1987-6-45-Oa,1987,45,Oa,6,1.65,30.52
1987-6-46-Oie,1987,46,Oie,6,1.79,32.18
1987-6-46-Oa,1987,46,Oa,6,1.21,24.25
1987-6-49-Oie,1987,49,Oie,6,2.26,43.24
1987-6-49-Oa,1987,49,Oa,6,1.27,28.13
1987-6-52-Oie,1987,52,Oie,6,2.14,40.90
1987-6-52-Oa,1987,52,Oa,6,0.68,14.41
1987-6-57-Oie,1987,57,Oie,6,2.29,48.12
1987-6-57-Oa,1987,57,Oa,6,1.79,35.95
1987-6-64-Oie,1987,64,Oie,6,0.93,22.69
1987-6-64-Oa,1987,64,Oa,6,-88.88,-88.88
1987-6-77-Oie,1987,77,Oie,6,1.83,38.14
1987-6-77-Oa,1987,77,Oa,6,0.97,26.21
1987-6-82-Oie,1987,82,Oie,6,1.88,36.90
1987-6-82-Oa,1987,82,Oa,6,1.90,31.86
1987-6-84-Oie,1987,84,Oie,6,2.03,42.97
1987-6-84-Oa,1987,84,Oa,6,1.35,25.21
1987-6-85-Oie,1987,85,Oie,6,2.02,43.03
1987-6-85-Oa,1987,85,Oa,6,1.49,28.49
1987-6-86-Oie,1987,86,Oie,6,2.48,41.05
1987-6-86-Oa,1987,86,Oa,6,1.94,31.72
1987-6-87-Oie,1987,87,Oie,6,2.28,39.66
1987-6-87-Oa,1987,87,Oa,6,0.81,14.89
1987-6-97-Oie,1987,97,Oie,6,1.93,40.57
1987-6-97-Oa,1987,97,Oa,6,0.88,16.40
1987-6-99-Oie,1987,99,Oie,6,2.17,45.89
1987-6-99-Oa,1987,99,Oa,6,1.51,26.77
1987-6-104-Oie,1987,104,Oie,6,2.10,44.95
1987-6-104-Oa,1987,104,Oa,6,1.51,26.50
1987-6-107-Oie,1987,107,Oie,6,2.04,45.83
1987-6-107-Oa,1987,107,Oa,6,1.14,26.71
1987-6-111-Oie,1987,111,Oie,6,2.25,43.25
1987-6-111-Oa,1987,111,Oa,6,1.22,24.10
1987-6-112-Oie,1987,112,Oie,6,2.00,42.57
1987-6-112-Oa,1987,112,Oa,6,2.00,39.67
1987-6-114-Oie,1987,114,Oie,6,2.03,39.38
1987-6-114-Oa,1987,114,Oa,6,1.11,21.65
1987-6-116-Oie,1987,116,Oie,6,2.09,49.71
1987-6-116-Oa,1987,116,Oa,6,1.59,48.66
1987-6-119-Oie,1987,119,Oie,6,1.34,37.03
1987-6-119-Oa,1987,119,Oa,6,0.74,17.81
1987-6-120-Oie,1987,120,Oie,6,1.75,33.50
1987-6-120-Oa,1987,120,Oa,6,0.74,14.53
1987-6-122-Oie,1987,122,Oie,6,2.04,43.94
1987-6-122-Oa,1987,122,Oa,6,1.35,28.45
1987-6-123-Oie,1987,123,Oie,6,2.11,39.16
1987-6-123-Oa,1987,123,Oa,6,-88.88,-88.88
