ID,ProjectName,Watershed,Season,Elevation,Year,Month,Plot,Horizon,DryWeight_g,Dried,DriedMethod,RootPicked,RootSize_mm,Archived_g,Weight_g_14C,Label_14C,Measured_%_C,Measured_%_N,F14C,al_pyr_mg_g,fe_pyr_mg_g,al_ox_mg_g,fe_ox_mg_g,al_dith_mg_g,fe_dith_mg_g,Plot_1_Horizons,Plot_1_HorizonLength,Plot_2_Horizon,Plot_2_HorizonLength,Plot_3_Horizon,Plot_3_HorizonLength,Plot_4_Horizon,Plot_4_HorizonLength,Plot_5_Horizon,Plot_5_HorizonLength,Plot_6_Horizon,Plot_6_HorizonLength,Notes,Delta14C,mean_BD_g_cm3,sd_BD_g_cm3,median_BD_g_cm3,mad_BD_g_cm3
HBB_133,HubbardBearBrook,W6,Summer,Low,2006,5,LT174,Oi/Oe,8.4,Yes,DegreeC60_48h,Yes,all,0,0.3583,#054,29.05,1.59,1.1217,NA,NA,NA,NA,NA,NA,Oi/Oe,4,Oi/Oe,2,Oi/Oe,6,NA,NA,NA,NA,NA,NA,grinded sample before containers were cleaned with count-free and sand,114.12692543281877,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_134,HubbardBearBrook,W6,Summer,Low,2006,5,LT174,Oa/A,36.2,Yes,DegreeC60_48h,Yes,all,20.83,0.4521,#127,24,1.18,1.0165,9.503,4.153,9.648,5.337,8.44,5,Oa,4,A,2,Oa,5,NA,NA,NA,NA,NA,NA,NA,9.637175450174285,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_135,HubbardBearBrook,W6,Summer,Low,2006,5,LT174,Mineral_0_10,21.6,Yes,DegreeC60_48h,Yes,<2,7.61,0.5282,#039,9.76,0.47,0.9651,4.493,11.826,5.356,13.781,4.41,12.75,NA,0,B,7,E,2,NA,NA,NA,NA,NA,NA,That was the sample that was sieved before HBB_123 was sieved without cleaning the sieving pan,-41.415801252372766,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_136,HubbardBearBrook,W6,Summer,Low,2006,5,LT162,Mineral_0_10,59.82,Yes,DegreeC60_48h,Yes,<2,39.09,0.5327,#042,4,0.15,0.9494,1.539,5.086,2.15,7.642,1.71,6.6,E,3,NA,0,NA,0,NA,0,E,6,NA,NA,NA,-57.00980386385102,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_137,HubbardBearBrook,W6,Summer,Low,1998,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#137,NA,NA,1.1926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.69516262062734,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_138,HubbardBearBrook,W6,Summer,Low,1998,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#138,46.78,1.64,1.2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.54942371798,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_139,HubbardBearBrook,W6,Summer,Low,1998,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#139,NA,NA,1.1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176.44900715159162,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_140,HubbardBearBrook,W6,Summer,Low,2000,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#140,47.95,1.6,1.1413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.4176817829512,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_141,HubbardBearBrook,W6,Summer,Low,2000,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#141,37.63,1.46,1.1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.20974040374767,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_142,HubbardBearBrook,W6,Summer,Low,2000,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#142,32.81,1.23,1.1525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.55014304289094,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_143,HubbardBearBrook,W6,Summer,Low,2002,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#143,NA,NA,1.1464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.2112734152209,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_144,HubbardBearBrook,W6,Summer,Low,2002,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#144,NA,NA,1.2074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.8287609224858,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_145,HubbardBearBrook,W6,Summer,Low,2002,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#145,NA,NA,1.1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.55859956376227,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_146,HubbardBearBrook,W6,Summer,Low,2004,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#146,48.58,1.79,1.1158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.53492534476827,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_147,HubbardBearBrook,W6,Summer,Low,2004,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#147,42.99,1.6,1.1354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.00730797315808,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_148,HubbardBearBrook,W6,Summer,Low,2004,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#148,NA,NA,1.1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1293361553981,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_149,HubbardBearBrook,W6,Summer,Low,2006,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#149,NA,NA,1.0884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.05174791930114,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_150,HubbardBearBrook,W6,Summer,Low,2006,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#150,NA,NA,1.1171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.5579819925132,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_151,HubbardBearBrook,W6,Summer,Low,2006,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#151,NA,NA,1.0602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.04213813307901,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_152,HubbardBearBrook,W6,Summer,Low,2010,6,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#152,48.47,1.73,1.1248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.66553314493643,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_153,HubbardBearBrook,W6,Summer,Low,2010,6,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#153,40.12,1.38,1.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.62411172026177,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_154,HubbardBearBrook,W6,Summer,Low,2010,6,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#154,26.24,0.9,1.0988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.85356313980819,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_155,HubbardBearBrook,W6,Summer,Low,2018,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#155,45.52,1.71,1.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.17697973767034,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_156,HubbardBearBrook,W6,Summer,Low,2018,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#156,44.17,1.51,1.0982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.20330468700999,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_157,HubbardBearBrook,W6,Summer,Low,2018,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#157,NA,NA,1.0914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.45901177873117,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_158,HubbardBearBrook,W6,Summer,Low,2021,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#158,46.76,1.7,1.0721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.93130320889584,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_159,HubbardBearBrook,W6,Summer,Low,2021,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#136,41.82,1.38,1.0635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.40485119173633,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_160,HubbardBearBrook,W6,Summer,Low,2021,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#135,28.13,0.88,1.0739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.71590944504557,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_161,HubbardBearBrook,W6,Summer,Low,2023,7,all fine roots,Oi/Oe,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#134,45.17,1.49,1.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.821222031270025,0.0984582002484677,0.0532811495479952,0.08729411764705883,0.03012466623093683
HBB_162,HubbardBearBrook,W6,Summer,Low,2023,7,all fine roots,Oa/A,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#133,43.13,1.4,1.0545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.22890673560753,0.2496906574420651,0.17418773194120374,0.21713747645951037,0.1070650687527162
HBB_163,HubbardBearBrook,W6,Summer,Low,2023,7,all fine roots,Mineral_0_10,NA,Yes,DegreeC60_48h,Yes,<1,0,NA,#132,NA,NA,1.0556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.31923560939533,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_012,HubbardBearBrook,W6,Summer,Low,2010,6,LT168,Mineral_0_10,92.54,Yes,DegreeC60_48h,Yes,<2,53.29,0.4801,#012,4.683333333333334,0.24,1.0229,3.773,8.766,5.507,13.797,4.4,11.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Run duplicates (HBB_012_a & HBB_012_b) grinded with clean sand only; HBB_012 grinded with playground sand only,15.502466086375621,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_040,HubbardBearBrook,W6,Summer,Low,2021,7,LT163,Mineral_0_10,138.7,Yes,DegreeC60_48h,Yes,<2,106.12,0.46065,#040,5.92,0.28,0.99475,2.884,7.141,3.972,10.419,3.2,9.22,E,2,E,3,E/B,5,E,4,E/B,8,NA,NA,Run duplicates (HBB_040_a & HBB_040_b) grinded with clean sand only; HBB_040 grinded with playground sand only,-13.757192550089448,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_056,HubbardBearBrook,W6,Summer,Low,2023,7,LT168,Mineral_0_10,203.94,Yes,DegreeC60_48h,Yes,<2,146.37,0.46865,#056,3.1866666666666665,0.17333333333333334,1.02145,1.499,2.928,3.229,8.007,2.11,5.44,NA,10,NA,0,E,9.5,NA,0,E,3.5,NA,NA,Run duplicates (HBB_056_a & HBB_056_b) grinded with clean sand only; HBB_056 grinded with playground sand only,12.469480118621368,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
HBB_078,HubbardBearBrook,W6,Summer,Low,1998,7,LT172,Mineral_0_10,97,Yes,DegreeC60_48h,Yes,<2,71.13,0.48375,#078,3.6433333333333335,0.2,0.98125,2.672,8.557,5.485,15.882,3.47,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Run duplicates (HBB_078_a & HBB_078_b) grinded with clean sand only; HBB_078 grinded with playground sand only,-24.43117699019748,0.6348665628178243,0.2228321503308246,0.6051728130863039,0.16851290483339315
